ticket_text,category,urgency,urgency_stated,label_noise
"Hi support, Our project timeline has already slipped once Throughput dropped by half ever since the weekend with no change on our side Thanks for your time",Technical Issue,High,true,false
I would like to update the billing address on our account. Absolutely no rush on this. I checked the documentation first and could not find anything. Any help appreciated.,Billing,Low,true,false
Editing a guest collaborator and saving silently reverts the change Moderately important from where we sit Any help appreciated,Bug Report,High,true,false
"Hello, Could the export tool support sso with okta at some point. It is purely cosmetic which means just noting it for the record. I am on Chrome on Android running macOS 15.2.",Feature Request,Low,true,false
We have an active incident open on our side. Our contract renewal depends on bulk csv export being available.,Feature Request,Critical,true,false
"Hi there, Not critical but certainly not trivial either. Our auditor is asking where our data is stored and we have to answer today. Reproduced by 7 different people here. Appreciate the help.",General Inquiry,High,true,false
"Hi folks, What are your data retention policies for exported reports. It comes up maybe once a day and nothing is actually blocked because of it and happy to wait for the next release. Screenshots attached.",General Inquiry,Medium,true,false
the export contains another customer's rows mixed into ours. our launch today is at risk and please escalate this right now. thanks for your time!!!!,Bug Report,Critical,true,false
"Morning, The console throws a null reference error when i open the admin console. It affects one part of our workflow which means we lose a few minutes here and there and worth looking at when you gett a chance. I am on Edge 131 running Android 15. Get back to me when you can.",Bug Report,Medium,true,false
The refund for tkt-10233 was approved for about three days but has not landed Happy to provide more detail if useful,General Inquiry,High,false,true
It is costing us hours every day. flagging this as important on our side. My session expires after a couple of minutes and logs me out. Reproduced by 12 different people here.,Login/Access,High,true,false
"good morning, our auditor is asking where our data is stored and we have to answer today. thanks for your time.",General Inquiry,Critical,false,false
The ssl certificate on your api host looks like it is misconfigured. Reproduced by 60 different people here.,Technical Issue,Critical,false,false
"Hi there, Every single USER is affected, so we need a call as soon as humanly possible Thr csv export is missing teh last column on every row",Technical Issue,Critical,true,true
"Good morning, It is spreading to more of the team as we onboard, so our team lead has asked me to chase this. The export contains another customer's rows mixed into ours. This started all week. Thanks in advance.",Bug Report,High,true,false
"hello, our launch today is at risk. the websocket connection to the settings page keeps dropping and reconnecting. looking forward to your reply.",Technical Issue,Critical,true,false
The retry logic gets stuck in a loop because /v1/exports returns 404. Appreciate the help.,Technical Issue,Medium,false,false
"Hi support, I get a 403 when opening the invoice list even though i am a billing contact. Genuinely not a priority for us. Let me know.",Login/Access,Low,true,false
"Hey, We downgraded from free to growth but were still billed the old rate. Only i have noticed it so far, this has zero impact on our work.",Billing,Low,true,false
